Provider,FraudRiskScore,WasteRiskScore,AbuseRiskScore,OverallFWAScore,FWARiskLevel,AnomalousClaims,MaximumClaimAnomalyScore,InvestigationPriorityScore,InvestigationPriority
PRV51044,0.21339253,0.5580841573214996,15.5542172158984,4.1347716062606406,Low,5,0.07336379808199567,8.212703490087794,Low
PRV51045,0.09965607,0.0,8.37111988058957,2.142608004041693,Low,3,0.07532256277370508,6.815814544179338,Low
PRV51046,1.844632,12.918689729823871,16.638934263591647,8.311722013120573,Low,10,0.2246821883517004,15.23512370993624,Low
PRV51047,0.06666006,0.0,5.012392263181322,1.286428096534638,Low,1,0.004709404079901169,4.312832942713145,Low
PRV51048,3.7250962,0.3584399001668376,11.854599603523504,4.9158079887918475,Low,5,0.15903521619513594,11.003898342478925,Low
PRV51049,0.13673876,0.0,7.624706729282897,1.974546063450466,Low,6,0.09546788862180666,7.306487001972804,Low
PRV51052,86.74519,0.20337482548877817,13.843488710874096,46.88431262481337,Medium,8,0.13454091283835456,39.820672567726206,Low
PRV51053,0.06378164,0.0,30.836873979956568,7.741109315700993,Low,1,0.0935538578659546,11.158708205352546,Low
PRV51054,1.0506274,0.2798639905597889,12.249622597240888,3.6576853223537644,Low,5,0.06097972099310489,7.554297873858477,Low
PRV51055,0.15812697,1.2641040367782095,9.908170034419376,2.8721320003819653,Low,3,0.15851651683615153,9.506044689477461,Low
PRV51056,0.123846464,0.0965842589030802,9.053191679441024,2.349367216515567,Low,4,0.14529273891240801,8.820510792504585,Low
PRV51057,0.027347647,9.615212572093066,16.34913810545057,6.504761492712735,Low,1,0.02799491162462664,8.575713520615686,Low
PRV51058,14.678825,2.297588446720232,10.794339892821418,10.612394774094398,Low,10,0.23223181124154946,17.04338403159837,Low
PRV51059,76.85521,0.09571447812802009,15.687985677200272,42.37352971412504,Medium,28,0.23611680494160048,39.86118127909576,Low
PRV51060,1.1434357,1.5191334079590497,8.532706060816267,3.0846777255083433,Low,5,0.15437776458491415,9.600088545909067,Low
PRV51061,1.812205,1.3477560011806597,17.075192206357425,5.511839530388702,Low,18,0.12164540447155159,10.790553787420126,Low
PRV51062,14.023417,1.9342874817057347,18.558250106220065,12.134843133401127,Low,34,0.2075098532125098,18.105713023573166,Low
PRV51063,1.317715,0.0,12.27681231662922,3.728060603552294,Low,19,0.1075389338521523,9.199184696366338,Low
PRV51064,97.49686,2.3391096911660916,14.933605760290597,53.066607207590735,Medium,56,0.21449622616504938,47.53158494355553,Medium
PRV51065,12.59417,0.0,17.059356674361936,10.561923976940093,Low,10,0.15524310231485394,14.99105972839856,Low
PRV51066,0.1343305,1.7946646233473666,12.33061036733446,3.598483995766446,Low,2,0.16314076026807867,10.108794053863573,Low
PRV51067,94.70362,24.86743526318055,15.860447300206026,57.53378109616891,Medium,14,0.2286445895887368,49.90175689881653,Medium
PRV51068,3.799426,0.0,11.93750992848858,4.8840905215203385,Low,30,0.1917663612093652,12.51034653161178,Low
PRV51070,6.3436165,2.9126088173194926,13.4924821177883,7.2730809765748,Low,17,0.19715099613501075,13.974716343105374,Low
PRV51071,0.41027045,0.0,6.597906466232348,1.8546118428077818,Low,3,0.10073829631968356,7.2800733253078205,Low
PRV51072,2.511798,0.0,12.852885497406952,4.469120326835869,Low,26,0.17691377010794762,11.723368069021975,Low
PRV51074,0.94111806,1.5858274458411485,9.486099110600147,3.2385406698815795,Low,9,0.15758571205636906,9.899218821409125,Low
PRV51075,0.44177032,0.0,7.88863505989941,2.1930439225599967,Low,1,0.02503246522373903,5.479899336508957,Low
PRV51076,0.3569493,0.0,8.206326508263782,2.2300562768528946,Low,2,0.12689684562643466,8.201355602671203,Low
PRV51077,94.337776,1.3256226113363467,16.389723214420744,51.597724548480286,Medium,20,0.20484611646962647,45.28410497141996,Medium
PRV51078,11.750646,0.0,15.204616204168783,9.6764768697983,Low,9,0.15755152243610948,14.404878441895795,Low
PRV51081,7.952494,0.0,15.327822617388073,7.808202726566867,Low,23,0.24191923920690472,15.683239730287347,Low
PRV51082,0.15052927,0.0,8.156664824647422,2.114430838863729,Low,1,0.005666703889978808,4.917514756699682,Low
PRV51083,0.67772865,0.0,8.688902177241648,2.5110898707874627,Low,7,0.10447945650643142,7.9450035745857255,Low
PRV51084,90.1305,5.747573725458218,12.992575822131474,49.750287783625936,Medium,24,0.21544894849092655,44.37606091487198,Medium
PRV51086,43.165245,10.941652711356381,15.984509811041766,28.314163158675708,Low,40,0.2300943463095776,30.18399248521201,Low
PRV51089,8.890985,1.2201469058804273,11.631008636322573,7.658281153159392,Low,32,0.23843073446356478,15.728511501303483,Low
PRV51090,0.059849136,3.525210258488344,6.113916330907387,2.439706215137772,Low,3,0.04363542885560534,6.193625422123755,Low
PRV51091,0.12189465,0.0,7.75913854688184,2.000731961801093,Low,4,0.11067473656158511,7.669523657264045,Low
PRV51093,0.073380634,9.043404019863658,11.863890050370852,5.2635138346529535,Low,3,0.1361871131343021,10.59501333460467,Low
PRV51096,0.025975788,1.9839216561731692,4.0194735564277915,1.5138366971563135,Low,1,0.03162054865106623,5.177052700482696,Low
PRV51097,0.23130819,0.30665355868013533,18.61544592770071,4.846178967602558,Low,16,0.08357621411500482,9.27354144099298,Low
PRV51098,0.18604782,0.0,8.160406466232347,2.133125527676594,Low,0,-0.07901710051417848,2.6851600920860346,Low
PRV51100,1.9483649,1.3852552469131683,28.18614022309446,8.367031294431381,Low,5,0.1583592982575327,13.402046567184257,Low
PRV51101,0.21017712,0.0,21.167761457082864,5.397028926044016,Low,3,0.12202412145407882,10.317423647269418,Low
PRV51102,2.9014275,0.8536926722889254,30.801599840921245,9.364536882002799,Low,12,0.19005685287703722,15.11865081895957,Low
PRV51103,87.72007,1.4005784350080035,9.639983679305088,46.62017547120523,Medium,0,-0.05884029290080861,34.35469873351483,Low
PRV51104,0.6865543,0.774445986021232,11.509270874078869,3.4142063713780217,Low,1,0.02860931304037473,6.42842137948826,Low
PRV51105,0.13136163,1.224694307625324,5.953715318523314,1.8602832233067594,Low,2,0.040978335210275274,5.691571613437692,Low
PRV51108,8.231964,0.0,21.62952803446726,9.523364064280877,Low,19,0.18897801323870034,15.389485244536782,Low
PRV51109,0.092961565,0.0,32.802562304140416,8.24712135836514,Low,3,0.1429769195390811,12.861421878247743,Low
PRV51110,0.33478385,0.0,30.180829253159608,7.712599239340088,Low,5,0.13911864982378075,12.439866487548182,Low
PRV51111,1.1153345,0.0,15.73741593601497,4.492021239405354,Low,21,0.12527047392700585,10.252189563686873,Low
PRV51112,0.60543764,0.0,15.24898843104808,4.1149659259497335,Low,38,0.1074971917903006,9.978991953448496,Low
PRV51113,0.18930662,0.13059212399284673,16.666479416019133,4.293921193394566,Low,17,0.09800150572952104,9.291728773396061,Low
PRV51114,3.0188513,0.0,16.97680411196876,5.753626668098391,Low,21,0.11243072811834709,10.79893027348896,Low
PRV51115,0.10280919,0.1483135370344614,8.832183947912512,2.2965289666118043,Low,0,-0.03939409671344113,3.8376088803589274,Low
PRV51117,0.057659745,0.27354002683181516,10.877237351461444,2.8165242171814997,Low,0,-0.0032150632944947244,5.149444807895509,Low
PRV51118,2.8323798,0.0,26.90081089237783,8.141392632075782,Low,16,0.1422114946365376,13.116352013933657,Low
PRV51119,99.60081,1.2474751652341602,30.606788219204816,57.76396944108045,Medium,95,0.2331486638409782,52.355385728046706,Medium
PRV51120,0.9439182,0.0,28.951149674453198,7.709746532688007,Low,7,0.13711963120600368,12.439189421599277,Low
PRV51121,1.5615368,0.22231083775096522,22.780582997574058,6.53149185330147,Low,6,0.17627608604693223,12.613408969850191,Low
PRV51122,0.014422425,0.0,5.014162586492939,1.2607518591576923,Low,0,-0.04693167024012934,2.915091192348922,Low
PRV51123,0.80575657,0.9433460422420439,11.759262975572138,3.5785305389078914,Low,5,0.10126200750556003,8.554228176433403,Low
PRV51125,1.8367224,12.486627769594227,17.483067368128662,8.410784971411925,Low,18,0.20195623260286433,14.923845142561095,Low
PRV51126,87.53612,1.762100382827211,31.414614295926764,52.06223744654396,Medium,20,0.1489392612026209,44.14458385584862,Medium
PRV51128,13.120116,7.361625997329463,14.889035479531746,12.122723486128145,Low,9,0.19327344164759042,17.05311458295283,Low
PRV51129,0.3227408,0.0,12.43149859506857,3.269245045381217,Low,8,0.04990637549582566,7.072820679913357,Low
PRV51130,0.050396226,2.5433523340505286,7.210129428698603,2.4635685538605294,Low,1,0.06240361705992159,6.648337638659025,Low
PRV51131,0.05507016,0.0,9.714408914336584,2.456137309493875,Low,0,-0.0006958761221569354,4.963173095757009,Low
PRV51132,0.073031925,3.857668350545035,15.333743879739409,4.834369019903598,Low,1,0.09385899431216183,9.131984139476195,Low
PRV51134,0.10711275,1.8930548221951904,7.182471438783905,2.322437940450291,Low,3,0.07268329043324628,6.872550315702028,Low
PRV51135,0.18653318,5.157373128928631,17.09913810545057,5.657394400024511,Low,0,-0.0883376942896717,4.907961993732797,Low
PRV51136,0.05427085,2.659035040732366,39.18082925315961,10.487101497788924,Low,1,0.1548362431398811,14.686414122646863,Low
PRV51137,0.15007469,0.0,8.744878297327473,2.261256919622052,Low,2,0.1421767812943584,8.62350864881662,Low
PRV51138,0.12935652,0.0,12.140595464503933,3.0998271253198806,Low,2,0.1495141426568365,9.402736231468523,Low
PRV51139,0.76062113,2.393904987019975,9.407850294134134,3.3307493855217576,Low,12,0.14187078140986775,9.632592988747746,Low
PRV51140,16.525948,0.9918871351367107,14.222998716849657,12.066695248396982,Low,82,0.18617732889489003,18.78771829217675,Low
PRV51141,0.37223488,0.7151221295891248,16.289185585196396,4.437194369158493,Low,6,0.08818425864362867,8.839520063202007,Low
PRV51142,14.668529,7.523121336273767,13.293347711709789,12.538381540407755,Low,9,0.2226542639270208,18.113811003937855,Low
PRV51143,0.22795689,0.0,8.680139544393056,2.2840133316282016,Low,9,0.08517129771710574,7.333894955910361,Low
PRV51144,1.8959314,6.135021287897969,9.725810205144239,4.913173554813438,Low,6,0.20467547639154204,12.224609822173871,Low
PRV51145,99.86897,0.5735761131100718,27.097678429978732,56.85230002493236,Medium,162,0.20245819439581825,52.71182817761281,Medium
PRV51146,99.0452,0.09446747329033377,16.401319307627112,53.64654496183093,Medium,176,0.21772707239451428,51.243661460606475,Medium
PRV51147,0.16165145,0.0,6.657822426455712,1.745281330321604,Low,3,0.1318351524325565,8.018235396890777,Low
PRV51148,96.22806,3.4777688777138973,13.961393825110255,52.4738196063701,Medium,54,0.22204040978211503,47.260589235297985,Medium
PRV51149,99.67859,0.0,24.10084308669032,55.864505205266326,Medium,118,0.19920008953278778,50.753806033684526,Medium
PRV51151,15.43425,0.5184464732106172,9.185319001321831,10.143066307597955,Low,38,0.18497867373508636,16.228566918460054,Low
PRV51152,0.22911972,1.2549632968370636,21.16499868287133,5.7195503539644985,Low,10,0.11294422763813661,10.493227797723115,Low
PRV51153,4.296578,0.4206048103297999,8.57335967790188,4.39678008728314,Low,6,0.20826979804105417,11.9573005132941,Low
PRV51154,0.19029722,0.0,9.524015496779095,2.476152482283267,Low,12,0.11583670110929578,8.352319256411706,Low
PRV51155,0.21714959,0.0,8.829066297698368,2.3158413671673213,Low,6,0.11071097651592521,7.9447409514818705,Low
PRV51156,1.4025648,0.0,15.31052164764235,4.528912793922001,Low,46,0.15410998639100137,11.70470882666698,Low
PRV51159,98.4989,2.8142595451240657,11.077766733916388,52.72245725335386,Medium,102,0.2288165181377514,48.900750599840336,Medium
PRV51160,43.789116,0.0,23.04195254526309,27.65504608919663,Low,91,0.20201388072664206,30.356069767538777,Low
PRV51164,18.99851,3.0217108559392503,12.657801511373798,13.419133272187148,Low,70,0.21158690619824838,20.07797206700897,Low
PRV51165,10.034428,0.0,13.199478690526151,8.31708349404267,Low,30,0.20991013618001775,15.388782727768675,Low
PRV51166,1.6894976,36.620672483608544,10.680829253159605,12.670124229224538,Low,2,0.16346568535111794,16.46745479262428,Low
PRV51167,0.43183482,0.0,7.919423772088935,2.195773351488573,Low,21,0.11187656520113509,8.293914671096255,Low
PRV51168,1.2668867,0.6597809402844103,7.957833636644265,2.7878469997924715,Low,13,0.22096076500069128,11.351452111044889,Low
PRV51169,0.08922333,0.0,7.882640613727869,2.015271819783524,Low,7,0.09679994219660504,7.396738579321603,Low
PRV51170,95.51315,3.06515190321414,17.937910546406073,53.00734215049099,Medium,8,0.23051449193608775,46.62116459503444,Medium
PRV51171,0.050587155,0.0,6.628155976371455,1.6823325715552986,Low,8,0.11930844894267323,7.7802176271968095,Low
PRV51173,93.50606,0.0,14.351932467709483,50.341011986556275,Medium,9,0.19980075874352166,43.9769229634971,Medium
PRV51175,1.0101687,0.0,7.649933367643411,2.417567677714838,Low,2,0.06900768934739931,6.815999970107265,Low
PRV51176,1.6206559,0.0,8.680234722091233,2.9803866276625484,Low,51,0.12066240260182559,9.878689543993199,Low
PRV51178,96.521935,1.2247708603038259,17.600155868920663,52.9671989369448,Medium,37,0.1871387032265346,46.235203823914915,Medium
PRV51179,0.08443157,0.0,8.102332423278057,2.067798888968518,Low,2,0.016257740037352475,5.189188122740735,Low
PRV51180,6.8384185,0.43586759171589845,15.951625173790987,7.5160824332437866,Low,17,0.23209233244713767,15.06023070992621,Low
PRV51181,0.057169177,0.0,4.773267106381257,1.2219013649143775,Low,0,-0.01873295971307193,3.6266619816623398,Low
PRV51183,12.376763,0.0,14.565482650746613,9.829752334592172,Low,45,0.22062130731771246,17.130952939286843,Low
PRV51185,0.049854897,0.0,5.026908914336584,1.2816546770654673,Low,1,0.016414062257923412,4.616136956813483,Low
PRV51186,0.031178063,0.0,10.035406466232349,2.524440647948933,Low,0,-0.09137503878646075,2.635320258624636,Low
PRV51189,0.13458745,0.0,9.249353680970554,2.379632146150441,Low,4,0.040511126511148854,6.0965669307507975,Low
PRV51190,0.85783696,0.0,7.442259806722588,2.289483432553755,Low,5,0.1600122347057763,9.1910676493958,Low
PRV51191,0.08343978,0.0,8.47838953960281,2.161317276031627,Low,5,0.09512021019657269,7.401272532630873,Low
PRV51194,0.039096616,13.332372550256752,10.123750282877058,5.8835790163877295,Low,2,0.16235470803264196,11.687767116993399,Low
PRV51196,31.645758,0.06445264323730478,29.3683732302387,23.18108530595445,Low,68,0.11872826562088734,24.42488281792847,Low
PRV51198,0.2223478,3.2789757819683163,12.556650345971757,4.070080429966662,Low,0,-0.059365516677927055,4.555872088219506,Low
PRV51200,0.07165276,0.0,12.28132713551572,3.1061581651748496,Low,2,0.06278481236118094,7.134982779240102,Low
PRV51201,0.3946593,0.0,9.417267959755227,2.5516466452284567,Low,3,0.10147135875382407,7.787202880830996,Low
PRV51202,0.035372056,0.20573128720584774,5.043904018128111,1.3300948543669846,Low,1,0.06536952992371992,5.9326087504145235,Low
PRV51203,0.9151821,0.24389333974765592,7.269653238222412,2.3359777013162475,Low,3,0.12801715880737874,8.331696850351598,Low
PRV51204,1.4704566,0.0,15.082359606977743,4.50581820183904,Low,55,0.14090285951894166,11.584145398500626,Low
PRV51205,0.024414413,0.5933368283065897,7.273267106381256,1.9788581900106055,Low,1,0.10638236654805355,7.4612211109084505,Low
PRV51206,0.1574709,0.0,5.264162586492939,1.3947760950432826,Low,0,-0.051673712671085614,2.8846733859282145,Low
PRV51207,1.819559,1.7905488176738218,27.51416258649294,8.235957340082065,Low,3,0.18702004664112049,14.007474394374558,Low
PRV51209,0.73731893,0.0,8.603200582283614,2.5194596120759543,Low,2,0.04244959421249339,6.191539980245236,Low
PRV51210,0.9115192,0.0,4.778872568193978,1.650477756754534,Low,0,-0.016031160994310456,3.997448742152801,Low
PRV51211,0.017872231,0.0,5.014162586492939,1.262476762163799,Low,0,-0.10458755381732415,1.405796424509583,Low
PRV51212,0.035105653,0.20439930940137763,8.81891447146576,2.2733812717703676,Low,1,0.07051808043532914,6.727793948056208,Low
PRV51213,0.022748062,0.0,5.014162586492939,1.2649146778167892,Low,0,-0.11361331881011266,1.1710407515188592,Low
PRV51214,0.09345787,0.11113761416566882,10.362069052725285,2.665030601815426,Low,1,0.008417404571754994,5.374999038891902,Low
PRV51215,0.111029975,0.0,5.955357504147614,1.5443543635950299,Low,0,-0.045964373340992015,3.138954749335131,Low
PRV51216,0.23574133,0.0,8.697353859610937,2.292209130989408,Low,4,0.0918982869982905,7.381641385235874,Low
PRV51217,0.10600887,1.5523608475249204,5.546028406102052,1.82760174960164,Low,1,0.0221487870998357,5.148541547337189,Low
PRV51218,0.048120964,0.0,5.855911579215103,1.4880383769630328,Low,0,-0.016386527750607227,3.8744310723879423,Low
PRV51219,0.11527324,2.1937081603771795,5.3620690527252854,1.946580921889813,Low,2,0.03527732227244873,5.602621566667731,Low
PRV51221,0.07213891,0.0,2.514162586492939,0.6646101031111288,Low,0,-0.12123895739775503,0.5510466570079444,Low
PRV51222,0.23433152,2.0267108839947747,13.879361739435387,4.093683915063359,Low,0,-0.0725096033498554,4.228038139464488,Low
PRV51224,0.2982168,0.4426330538579952,5.4987687220722465,1.634458838962991,Low,0,-0.009324531920120172,4.161939648906785,Low
PRV51225,0.0710624,0.0,5.702894225711164,1.4612547568963312,Low,0,-0.013104485694817258,3.941667375238957,Low
PRV51226,0.44142652,0.0,7.70033404536713,2.1457967691313944,Low,1,0.07484514152486088,6.751847646442192,Low
PRV51228,0.019096188,0.0,9.046028406102051,2.2710551956491147,Low,0,-0.042468996438939643,3.7392192384171086,Low
PRV51229,0.28231242,0.0,7.834993207515508,2.0999045133742764,Low,3,0.12657676177053223,8.128709263749876,Low
PRV51230,0.69717795,0.0,6.5615769028446564,1.9889831989949318,Low,5,0.06302776648879538,6.4398622684840054,Low
PRV51231,0.100136116,0.0,35.4308292531596,8.907775371363421,Low,2,0.10925188547373899,12.413486092672244,Low
PRV51232,0.7231172,4.396007486849455,30.836873979956568,9.16977895306053,Low,1,0.15444057162302138,13.753922309987011,Low
PRV51233,0.1349809,0.0,19.73638480871516,5.001586653216674,Low,3,0.16697676725434762,11.218309482355169,Low
PRV51234,0.44133282,0.0,31.599138105450574,8.120450934901463,Low,5,0.1442559610980224,12.859952927856433,Low
PRV51235,0.20906118,0.0,20.452073132899013,5.21754887101715,Low,2,0.07410719887253236,8.90958670673743,Low
PRV51236,0.053289577,0.3430717792429151,15.014162586492938,3.8659533801164243,Low,1,0.11919411096162624,9.117837237514374,Low
PRV51237,0.14011773,2.369539633046185,18.336873979956568,5.2466622705860075,Low,1,0.14378599213719567,10.728605793721567,Low
PRV51238,4.254262,1.6458011138307316,27.47372755904449,9.407013153478815,Low,8,0.1574445081345789,14.18660458029403,Low
PRV51239,0.15915328,0.0,22.51416258649294,5.708117287944417,Low,1,0.03848932620544676,8.29300132295202,Low
PRV51240,18.677048,6.546399507075595,15.283304899193888,14.795949966313463,Low,14,0.16460666014410497,18.307572377433328,Low
PRV51241,19.383879,4.461611642566644,14.347203091895027,14.394143037558289,Low,11,0.1923688369798272,18.673100187595402,Low
PRV51242,82.14309,1.6194449973920375,13.15864911413534,44.76606817509864,Medium,14,0.19196267610571716,40.00334385902455,Medium
PRV51243,1.001004,3.368717082855864,19.03476352976616,6.101372143473805,Low,2,0.06673455751087642,9.33511027296079,Low
PRV51244,99.791534,7.28996088849191,22.469743073558938,57.335693202426775,Medium,275,0.23530332696745326,56.944256237451015,Medium
PRV51245,10.815551,4.277611393437362,20.484704275978824,11.598354319423137,Low,25,0.15755429448482206,16.17979548171165,Low
PRV51247,10.62484,0.8403649480930886,20.333170422391742,10.605803733978629,Low,10,0.16468237529370344,15.26907109376435,Low
PRV51248,0.5600142,4.250956680230639,19.173747959913136,6.136183254180765,Low,1,0.1403904831816698,11.262312973844448,Low
PRV51249,97.06615,0.38825611608427213,18.9578739615923,53.36960594471211,Medium,54,0.21274924021514885,47.64422423558163,Medium
PRV51250,0.19712941,0.0,10.024844515329727,2.6047758355751953,Low,7,0.11335056534110843,8.242994192364545,Low
PRV51251,0.057569332,0.0,12.970832429012336,3.271492773463497,Low,1,0.0107567133021369,5.860809122781205,Low
PRV51252,8.246166,4.481685029829355,13.769485733624359,8.685875805487452,Low,22,0.18282786253067973,14.722655169162435,Low
PRV51253,0.249009,0.0,9.192329201335275,2.4225867994712202,Low,8,0.13238416977930012,8.640960887348243,Low
PRV51255,3.2699606,0.0,10.765747648178928,4.3264172329752135,Low,13,0.138067284649943,10.256759910577987,Low
PRV51256,0.5932939,0.0,9.791056370998714,2.744411045378768,Low,6,0.1437804249750121,9.111112272259696,Low
PRV51258,1.2764024,2.1090043805632828,24.966440932379914,7.4070625053560075,Low,8,0.1787760050705156,13.345494026588604,Low
PRV51259,2.6838298,30.803229988180032,11.792038278790402,11.990731958939264,Low,5,0.23393099663651074,17.918508115263787,Low
PRV51260,5.951146,3.194743236448795,9.23647123259806,6.083376680158443,Low,8,0.23422878584056517,13.871697986749389,Low
PRV51261,55.693787,5.0340314147550576,12.257533931419793,32.16978464709059,Medium,35,0.2173240584205769,32.414135947670246,Low
PRV51262,0.49597338,0.0,10.152804192125602,2.7861877372413386,Low,6,0.08287695631831593,7.544771643525163,Low
PRV51263,96.76335,0.9420647545519398,20.015957288774228,53.621181231046386,Medium,19,0.21429627661705175,46.92125977541325,Medium
PRV51264,0.080644324,0.0,8.066352199440047,2.056910212070953,Low,0,-0.015665686281497115,4.291526378878789,Low
PRV51265,0.92108065,0.6786049645387674,19.267960953652693,5.447181803997404,Low,16,0.10720637219511664,10.313319981201811,Low
PRV51266,3.820128,1.606799863411738,10.862313270269883,5.027342265430293,Low,15,0.2103529599910302,12.694880658418002,Low
PRV51267,0.08935001,4.215935891377738,10.69724966424072,3.772971392641826,Low,2,0.11599163654631328,8.995695206054561,Low
PRV51271,0.5806924,0.0,13.208956808891372,3.5925854074573706,Low,9,0.16303392969022368,10.289785695839399,Low
PRV51272,2.0951796,3.496919999326425,22.344701038894247,7.507995038455315,Low,10,0.19476845471920723,13.888817524690007,Low
PRV51273,3.3300471,0.0,12.635858620568802,4.823988220434559,Low,50,0.15145940905332544,11.949202816739398,Low
PRV51274,6.8726563,11.733501726219176,13.719673693076984,9.799622027507755,Low,14,0.23663179187630257,16.697098897996415,Low
PRV51276,10.495489,5.321431758035476,11.03157117497825,9.335995293495131,Low,17,0.2106761344968917,15.773095765937361,Low
PRV51277,26.826843,8.027558015209374,11.624408646270465,18.326413296229333,Low,14,0.21020605188172226,21.973535958738914,Low
PRV51279,0.93738323,0.0,10.670628961608298,3.136348857652517,Low,16,0.09403984486870554,8.350792617186489,Low
PRV51280,1.787108,0.0,9.53173609507737,3.2764879960136053,Low,5,0.08915591054833749,8.025635863252706,Low
PRV51281,0.9808993,0.0,13.623305703921169,3.8962760631548985,Low,30,0.11283802780010188,9.751066261025963,Low
PRV51282,0.5577878,3.1578005850135136,12.216147202385882,4.122380834846522,Low,13,0.2053533813964581,11.876734528865878,Low
PRV51284,37.46761,0.8615179287801915,17.59936629657585,23.3490257590978,Low,48,0.2237056147594476,26.75578572025404,Low
PRV51285,26.620447,2.6510677611314777,14.838413576667794,17.682593913856557,Low,23,0.22200289751728175,22.07353371741765,Low
PRV51286,11.416576,5.678725918408417,12.963231507537559,10.368777549235517,Low,17,0.2333517071254626,17.090111117667476,Low
PRV51287,0.22173633,0.13921901278704785,14.278537171951392,3.715307209591459,Low,11,0.08876702615629506,8.48369491993385,Low
PRV51288,0.90564835,0.0,13.67274224766992,3.8710097372752985,Low,3,0.1816750476089135,10.811979694934953,Low
PRV51289,11.971549,2.4465619066172475,15.860011316642748,10.562417822874325,Low,16,0.10396040193987677,13.808945387421339,Low
PRV51290,3.982766,0.0,13.945661063918182,5.477798222484367,Low,6,0.08122090630660728,9.38551282673211,Low
PRV51292,0.06357755,0.12146126787793875,14.321048822298163,3.6424162963787308,Low,2,0.08760964753327116,8.160738867558607,Low
PRV51293,0.52782387,0.0,14.36012411115975,3.8539429604967705,Low,7,0.13971438626415555,9.808105815507393,Low
