Provider,TotalBeneficiaries,TotalReimbursement,AverageClaimReimbursement,MedianClaimReimbursement,TotalDeductible,AverageClaimDuration,AverageBeneficiaryAge,AverageChronicConditions,AverageDiagnosisCount,AverageProcedureCount,AveragePhysicianCount,AverageReimbursementPerClaimDay,ClaimsPerBeneficiary,ReimbursementPerBeneficiary,InpatientClaims,OutpatientClaims,InpatientClaimRatio,OutpatientClaimRatio,PotentialFraud,ProviderSizeBand,ServiceMixBand,PeerGroup,AverageClaimReimbursement_PeerMean,ClaimsPerBeneficiary_PeerMean,ReimbursementPerBeneficiary_PeerMean,AvgClaimReimbursement_PeerDeviation,ClaimsPerBeneficiary_PeerDeviation,ReimbursementPerBeneficiary_PeerDeviation,AverageClaimReimbursement_PeerZScore,ClaimsPerBeneficiary_PeerZScore,ReimbursementPerBeneficiary_PeerZScore,InpatientTotalReimbursement,InpatientAverageReimbursement,InpatientAverageDuration,InpatientAverageDiagnosisCount,InpatientAverageProcedureCount,InpatientBeneficiaries,InpatientReimbursementShare,OutpatientTotalReimbursement,OutpatientAverageReimbursement,OutpatientAverageDuration,OutpatientAverageDiagnosisCount,OutpatientAverageProcedureCount,OutpatientBeneficiaries,OutpatientReimbursementShare,UniquePhysicians,ClaimsPerUniquePhysician,PhysicianDiversityRatio,RepeatBeneficiaries,RepeatBeneficiaryRate,AverageClaimReimbursement_PeerDeviation_clean,AverageClaimReimbursement_PeerZScore_clean,ClaimsPerBeneficiary_PeerDeviation_clean,ClaimsPerBeneficiary_PeerZScore_clean,ReimbursementPerBeneficiary_PeerDeviation_clean,ReimbursementPerBeneficiary_PeerZScore_clean,FraudProbability,PredictedFraud,RiskTier,TotalClaims,HighRiskClaims,VeryHighRiskClaims,AverageCombinedRisk,MaximumCombinedRisk,AverageClaimAnomalyScore,HighRiskClaimRate,AverageClaimReimbursement_PeerDeviation_WasteRisk,ClaimsPerBeneficiary_PeerDeviation_WasteRisk,ReimbursementPerBeneficiary_PeerDeviation_WasteRisk,AverageClaimReimbursement_PeerDeviation_WasteRisk_Normalized,ClaimsPerBeneficiary_PeerDeviation_WasteRisk_Normalized,ReimbursementPerBeneficiary_PeerDeviation_WasteRisk_Normalized,WasteRiskScore,Abuse_RepeatBeneficiaryRisk,Abuse_ProcedureComplexityRisk,Abuse_DiagnosisComplexityRisk,Abuse_PhysicianUtilizationRisk,Abuse_RepeatBeneficiaryRisk_Normalized,Abuse_ProcedureComplexityRisk_Normalized,Abuse_DiagnosisComplexityRisk_Normalized,Abuse_PhysicianUtilizationRisk_Normalized,AbuseRiskScore,FraudRiskScore,OverallFWAScore,FWARiskLevel,AnomalousClaims,MaximumClaimAnomalyScore,AnomalousClaimsNormalized,MaximumAnomalyNormalized,InvestigationPriorityScore,InvestigationPriority
PRV51059,82,421060,4386.041666666667,200.0,26940.0,2.4791666666666665,74.090625,6.791666666666667,4.083333333333333,0.25,1.5833333333333333,851.4038788179413,1.170731707317073,5134.878048780488,25,71,0.2604166666666667,0.7395833333333334,Yes,Large,Mixed,Large_Mixed,4489.427780084256,1.1453009977062616,5129.623634714495,-0.02302879531245033,0.022204389642323345,0.0010243274049257579,-0.06954587888858599,0.22333295655495228,0.0030496903489585113,401000.0,16040.0,6.88,8.88,0.96,23.0,0.9523583337291598,20060.0,282.53521126760563,0.9295774647887324,2.3943661971830985,0.0,60.0,0.04764166627084026,41,2.341463414634146,0.4270833333333333,11,0.13414634146341464,-0.02302879531245033,-0.06954587888858599,0.022204389642323345,0.22333295655495228,0.0010243274049257579,0.0030496903489585113,0.76855206,1,High Risk,96,29,4,0.5767824503468166,0.8405044955649259,-0.033254494639200556,0.3020833333333333,0.0,0.022204389642323345,0.0010243274049257579,0.0,0.0028208103146845965,5.062402915600609e-05,0.09571447812802009,0.13414634146341464,0.25,4.083333333333333,2.341463414634146,0.13414634146341464,0.08333333333333333,0.4083333333333333,0.0017064189579297157,15.687985677200272,76.85521,42.37352971412504,Medium,28,0.23611680494160048,0.03758389261744966,0.9448032626859235,39.86118127909576,Low
PRV51060,42,43710,1040.7142857142858,100.0,5340.0,2.3095238095238093,71.36904761904762,6.476190476190476,3.4047619047619047,0.0,1.4047619047619047,375.34769463340893,1.0,1040.7142857142858,5,37,0.11904761904761904,0.8809523809523809,No,Medium,Mostly_Outpatient,Medium_Mostly_Outpatient,627.3380647119785,1.3366606123235987,783.2164586353032,0.6589369340948492,-0.2518669355703996,0.328769683323118,0.5238672883926153,-0.6596608229860649,0.2738921516281526,35000.0,7000.0,4.8,8.4,0.0,5.0,0.8007320979180965,8710.0,235.40540540540542,1.972972972972973,2.72972972972973,0.0,37.0,0.19926790208190345,32,1.3125,0.7619047619047619,0,0.0,0.6589369340948492,0.5238672883926153,-0.2518669355703996,-0.6596608229860649,0.328769683323118,0.2738921516281526,0.011434358,0,Low Risk,42,0,0,0.09338822199826964,0.3062090560575496,-0.06300195655673609,0.0,0.6589369340948492,0.0,0.328769683323118,0.029325636770733736,0.0,0.01624836546803776,1.5191334079590497,0.0,0.0,3.4047619047619047,1.3125,0.0,0.0,0.3404761904761905,0.0008320519564601627,8.532706060816267,1.1434357,3.0846777255083433,Low,5,0.15437776458491415,0.006711409395973154,0.7306585950133764,9.600088545909067,Low
PRV51061,67,54940,378.8965517241379,100.0,1328.0,2.393103448275862,76.97448275862068,6.937931034482759,2.5517241379310347,0.013793103448275862,1.6413793103448275,216.11954022988505,2.1641791044776117,820.0,1,144,0.006896551724137931,0.993103448275862,No,Large,Mostly_Outpatient,Large_Mostly_Outpatient,640.2087346374287,1.6416795960244297,963.3370085589396,-0.40816716295081557,0.31827130563021677,-0.14879217478975307,-0.42871893735696504,0.8743174554133558,-0.17200454944757726,3000.0,3000.0,8.0,7.0,2.0,1.0,0.05460502366217692,51940.0,360.69444444444446,2.3541666666666665,2.5208333333333335,0.0,66.0,0.9453949763378231,6,24.166666666666668,0.041379310344827586,27,0.40298507462686567,-0.40816716295081557,-0.42871893735696504,0.31827130563021677,0.8743174554133558,-0.14879217478975307,-0.17200454944757726,0.018122049,0,Low Risk,145,0,0,0.07724371685603888,0.2781757743557492,-0.08359086772320287,0.0,0.0,0.31827130563021677,0.0,0.0,0.04043268003541979,0.0,1.3477560011806597,0.40298507462686567,0.013793103448275862,2.5517241379310347,24.166666666666668,0.40298507462686567,0.004597701149425287,0.25517241379310346,0.020252498684902684,17.075192206357425,1.812205,5.511839530388702,Low,18,0.12164540447155159,0.024161073825503355,0.6449044639637966,10.790553787420126,Low
PRV51062,166,153380,386.3476070528967,80.0,3944.0,1.5969773299748111,72.79168765743073,6.261964735516373,2.7455919395465993,0.012594458438287154,1.5415617128463477,237.8050173472829,2.391566265060241,923.9759036144578,3,394,0.007556675062972292,0.9924433249370277,No,Large,Mostly_Outpatient,Large_Mostly_Outpatient,640.2087346374287,1.6416795960244297,963.3370085589396,-0.3965286848644793,0.45678016030154295,-0.04085912260690809,-0.4164944459952538,1.254812671998017,-0.04723336415208134,45000.0,15000.0,4.333333333333333,9.0,1.6666666666666667,3.0,0.2933889685747816,108380.0,275.0761421319797,1.5761421319796953,2.697969543147208,0.0,164.0,0.7066110314252184,7,56.714285714285715,0.017632241813602016,69,0.41566265060240964,-0.3965286848644793,-0.4164944459952538,0.45678016030154295,1.254812671998017,-0.04085912260690809,-0.04723336415208134,0.14023417,0,Low Risk,397,0,0,0.15372775681525258,0.43550675324013416,-0.08030519993850427,0.0,0.0,0.45678016030154295,0.0,0.0,0.058028624451172045,0.0,1.9342874817057347,0.41566265060240964,0.012594458438287154,2.7455919395465993,56.714285714285715,0.41566265060240964,0.0041981528127623844,0.27455919395465994,0.04791000687897058,18.558250106220065,14.023417,12.134843133401127,Low,34,0.2075098532125098,0.04563758389261745,0.8698571152340027,18.105713023573166,Low
PRV51063,115,51110,343.02013422818794,80.0,160.0,1.610738255033557,69.41140939597315,6.530201342281879,2.51006711409396,0.0,1.167785234899329,250.72269847536333,1.2956521739130435,444.4347826086956,0,149,0.0,1.0,No,Large,Mostly_Outpatient,Large_Mostly_Outpatient,640.2087346374287,1.6416795960244297,963.3370085589396,-0.46420578840985116,-0.21077646512105214,-0.5386507746925162,-0.4875791841834294,-0.5790202867354063,-0.6226831749820979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51110.0,343.02013422818794,1.610738255033557,2.51006711409396,0.0,115.0,1.0,4,37.25,0.026845637583892617,24,0.20869565217391303,-0.46420578840985116,-0.4875791841834294,-0.21077646512105214,-0.5790202867354063,-0.5386507746925162,-0.6226831749820979,0.013177151,0,Low Risk,149,0,0,0.08025026187922447,0.2613982051386519,-0.07748942375756059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20869565217391303,0.0,2.51006711409396,37.25,0.20869565217391303,0.0,0.251006711409396,0.031370129081859745,12.27681231662922,1.317715,3.728060603552294,Low,19,0.1075389338521523,0.025503355704697986,0.6079475159785772,9.199184696366338,Low
PRV51064,227,360320,1189.1749174917493,90.0,38948.0,1.9504950495049505,72.94686468646866,6.297029702970297,3.3795379537953796,0.0858085808580858,1.5973597359735974,434.2684727210062,1.3348017621145374,1587.3127753303966,36,267,0.1188118811881188,0.8811881188118812,Yes,Large,Mostly_Outpatient,Large_Mostly_Outpatient,640.2087346374287,1.6416795960244297,963.3370085589396,0.8574799954349548,-0.1869291880419556,0.6477232383139367,0.9006552849329216,-0.5135098550832435,0.7487715259914798,280000.0,7777.777777777777,5.305555555555555,7.833333333333333,0.7222222222222222,34.0,0.7770870337477798,80320.0,300.8239700374532,1.4981273408239701,2.7790262172284645,0.0,198.0,0.22291296625222023,129,2.3488372093023258,0.42574257425742573,52,0.2290748898678414,0.8574799954349548,0.9006552849329216,-0.1869291880419556,-0.5135098550832435,0.6477232383139367,0.7487715259914798,0.97496855,1,Very High Risk,303,284,29,0.6711594645667701,0.9431872421005036,-0.06335872485255001,0.9372937293729373,0.8574799954349548,0.0,0.6477232383139367,0.03816168981154166,0.0,0.032011600923441096,2.3391096911660916,0.2290748898678414,0.0858085808580858,3.3795379537953796,2.3488372093023258,0.2290748898678414,0.0286028602860286,0.33795379537953796,0.0017126848782158717,14.933605760290597,97.49686,53.066607207590735,Medium,56,0.21449622616504938,0.07516778523489932,0.8881604193544024,47.53158494355553,Medium
PRV51065,26,76570,2734.6428571428573,200.0,9722.0,2.9285714285714284,75.13214285714285,6.428571428571429,4.964285714285714,0.32142857142857145,1.6071428571428572,597.8373015873016,1.0769230769230769,2945.0,10,18,0.35714285714285715,0.6428571428571429,No,Medium,Mixed,Medium_Mixed,4399.883231186419,1.0911517318869632,4807.224943754896,-0.37847376544911926,-0.01304003334099127,-0.38738044621234696,-0.879344490795802,-0.12786800116835678,-0.852270223517735,75000.0,7500.0,5.6,8.9,0.9,10.0,0.9794958861172783,1570.0,87.22222222222223,1.4444444444444444,2.7777777777777777,0.0,16.0,0.020504113882721692,11,2.5454545454545454,0.39285714285714285,2,0.07692307692307693,-0.37847376544911926,-0.879344490795802,-0.01304003334099127,-0.12786800116835678,-0.38738044621234696,-0.852270223517735,0.1259417,0,Low Risk,28,0,0,0.19495514412144563,0.37576064893186684,-0.02943548138817265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.32142857142857145,4.964285714285714,2.5454545454545454,0.07692307692307693,0.10714285714285715,0.49642857142857144,0.0018797614799718953,17.059356674361936,12.59417,10.561923976940093,Low,10,0.15524310231485394,0.013422818791946308,0.7329256568701568,14.99105972839856,Low
PRV51066,21,24790,1032.9166666666667,80.0,2236.0,1.0833333333333333,68.60000000000001,7.125,3.2083333333333335,0.08333333333333333,1.7083333333333333,466.8452380952381,1.1428571428571428,1180.4761904761904,2,22,0.08333333333333333,0.9166666666666666,No,Medium,Mostly_Outpatient,Medium_Mostly_Outpatient,627.3380647119785,1.3366606123235987,783.2164586353032,0.646507241898188,-0.14499078350902814,0.5072157606762796,0.5139854487055376,-0.3797431344386453,0.42255239177513226,19000.0,9500.0,2.0,7.5,1.0,2.0,0.7664380798709157,5790.0,263.1818181818182,1.0,2.8181818181818183,0.0,19.0,0.2335619201290843,10,2.4,0.4166666666666667,3,0.14285714285714285,0.646507241898188,0.5139854487055376,-0.14499078350902814,-0.3797431344386453,0.5072157606762796,0.42255239177513226,0.001343305,0,Low Risk,24,0,0,0.0836642406640032,0.30873364248713797,-0.06674990820004294,0.0,0.646507241898188,0.0,0.5072157606762796,0.028772459949598313,0.0,0.02506747875082269,1.7946646233473666,0.14285714285714285,0.08333333333333333,3.2083333333333335,2.4,0.14285714285714285,0.027777777777777776,0.32083333333333336,0.0017561607251244283,12.33061036733446,0.1343305,3.598483995766446,Low,2,0.16314076026807867,0.0026845637583892616,0.7536163981659274,10.108794053863573,Low
PRV51067,49,334520,5767.586206896552,85.0,13096.0,2.310344827586207,67.98275862068965,6.5,3.9482758620689653,0.22413793103448276,1.6206896551724137,1111.030578898226,1.183673469387755,6826.938775510204,12,46,0.20689655172413793,0.7931034482758621,Yes,Medium,Mostly_Outpatient,Medium_Mostly_Outpatient,627.3380647119785,1.3366606123235987,783.2164586353032,8.19374501775936,-0.11445474006292196,7.7165415131924595,6.514181801222623,-0.29976665199652536,6.428512923739001,326000.0,27166.666666666668,6.583333333333333,8.916666666666666,1.0833333333333333,11.0,0.9745306708119096,8520.0,185.2173913043478,1.1956521739130435,2.652173913043478,0.0,39.0,0.0254693291880904,26,2.230769230769231,0.4482758620689655,8,0.16326530612244897,8.19374501775936,6.514181801222623,-0.11445474006292196,-0.29976665199652536,7.7165415131924595,6.428512923739001,0.9470362,1,Very High Risk,58,44,10,0.6813406772171245,0.940279490475053,-0.03584101525143426,0.7586206896551724,8.19374501775936,0.0,7.7165415131924595,0.3646582514196005,0.0,0.38136480647581594,24.86743526318055,0.16326530612244897,0.22413793103448276,3.9482758620689653,2.230769230769231,0.16326530612244897,0.07471264367816093,0.3948275862068965,0.001612356000734587,15.860447300206026,94.70362,57.53378109616891,Medium,14,0.2286445895887368,0.01879194630872483,0.9252271205323802,49.90175689881653,Medium
PRV51068,214,143260,548.8888888888889,80.0,8984.0,1.3754789272030652,70.72490421455939,6.712643678160919,2.89272030651341,0.011494252873563218,1.5862068965517242,266.7472043895303,1.219626168224299,669.4392523364486,9,252,0.034482758620689655,0.9655172413793104,No,Large,Mostly_Outpatient,Large_Mostly_Outpatient,640.2087346374287,1.6416795960244297,963.3370085589396,-0.1426407370094025,-0.2570863576682049,-0.3050830120833145,-0.14982289303329946,-0.7062373707012958,-0.35267759283476874,77000.0,8555.555555555555,3.0,7.777777777777778,0.3333333333333333,9.0,0.5374842942901019,66260.0,262.93650793650795,1.3174603174603174,2.7182539682539684,0.0,206.0,0.4625157057098981,91,2.868131868131868,0.3486590038314176,39,0.1822429906542056,-0.1426407370094025,-0.14982289303329946,-0.2570863576682049,-0.7062373707012958,-0.3050830120833145,-0.35267759283476874,0.03799426,0,Low Risk,261,0,0,0.09351211931477682,0.3587494825694048,-0.07915271640583456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822429906542056,0.011494252873563218,2.89272030651341,2.868131868131868,0.1822429906542056,0.0038314176245210726,0.289272030651341,0.0021539582094755485,11.93750992848858,3.799426,4.8840905215203385,Low,30,0.1917663612093652,0.040268456375838924,0.8286114039030765,12.51034653161178,Low
PRV51070,69,125410,1266.7676767676767,100.0,10980.0,1.9090909090909092,69.96161616161616,7.03030303030303,3.01010101010101,0.06060606060606061,1.5454545454545454,388.44877344877347,1.434782608695652,1817.536231884058,10,89,0.10101010101010101,0.898989898989899,No,Large,Mostly_Outpatient,Large_Mostly_Outpatient,640.2087346374287,1.6416795960244297,963.3370085589396,0.9786791529564008,-0.12602762916089674,0.8867086136376293,1.0279569856515927,-0.3462082634862324,1.025039897397412,101000.0,10100.0,4.1,7.7,0.6,10.0,0.8053584243680727,24410.0,274.2696629213483,1.6629213483146068,2.4831460674157304,0.0,61.0,0.19464157563192727,61,1.6229508196721312,0.6161616161616161,15,0.21739130434782608,0.9786791529564008,1.0279569856515927,-0.12602762916089674,-0.3462082634862324,0.8867086136376293,1.025039897397412,0.063436165,0,Low Risk,99,0,0,0.12001414257479953,0.3792863334871306,-0.06767512772374801,0.0,0.9786791529564008,0.0,0.8867086136376293,0.04355559366863106,0.0,0.043822670850953725,2.9126088173194926,0.21739130434782608,0.06060606060606061,3.01010101010101,1.6229508196721312,0.21739130434782608,0.020202020202020204,0.301010101010101,0.0010958591515847836,13.4924821177883,6.3436165,7.2730809765748,Low,17,0.19715099613501075,0.022818791946308724,0.842718382057684,13.974716343105374,Low
PRV51071,24,8550,356.25,85.0,50.0,2.0833333333333335,68.49166666666666,6.125,2.625,0.0,1.4166666666666667,297.9586834733894,1.0,356.25,0,24,0.0,1.0,No,Medium,Mostly_Outpatient,Medium_Mostly_Outpatient,627.3380647119785,1.3366606123235987,783.2164586353032,-0.432124367961698,-0.2518669355703996,-0.5451449007842106,-0.343547021238731,-0.6596608229860649,-0.4541504810167032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8550.0,356.25,2.0833333333333335,2.625,0.0,24.0,1.0,12,2.0,0.5,0,0.0,-0.432124367961698,-0.343547021238731,-0.2518669355703996,-0.6596608229860649,-0.5451449007842106,-0.4541504810167032,0.0041027046,0,Low Risk,24,0,0,0.0721237681800898,0.2492955227953468,-0.08022869773745715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,2.0,0.0,0.0,0.2625,0.001416258649293894,6.597906466232348,0.41027045,1.8546118428077818,Low,3,0.10073829631968356,0.004026845637583893,0.5901308122590695,7.2800733253078205,Low
PRV51072,160,119170,562.122641509434,70.0,12178.0,1.5377358490566038,72.29150943396226,6.566037735849057,3.150943396226415,0.02830188679245283,1.5424528301886793,251.5320999754962,1.325,744.8125,12,200,0.05660377358490566,0.9433962264150944,No,Large,Mostly_Outpatient,Large_Mostly_Outpatient,640.2087346374287,1.6416795960244297,963.3370085589396,-0.12196974034135524,-0.1928997575357069,-0.22684118498243044,-0.1281110834365474,-0.5299115005812838,-0.26222962245286385,72000.0,6000.0,4.25,8.833333333333334,0.5,12.0,0.604178904086599,47170.0,235.85,1.375,2.81,0.0,150.0,0.39582109591340103,76,2.789473684210526,0.3584905660377358,30,0.1875,-0.12196974034135524,-0.1281110834365474,-0.1928997575357069,-0.5299115005812838,-0.22684118498243044,-0.26222962245286385,0.025117978,0,Low Risk,212,0,0,0.08313059695914646,0.3364826093939874,-0.08186535768374784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.02830188679245283,3.150943396226415,2.789473684210526,0.1875,0.009433962264150943,0.3150943396226415,0.002087118009485738,12.852885497406952,2.511798,4.469120326835869,Low,26,0.17691377010794762,0.0348993288590604,0.7896997263055658,11.723368069021975,Low
PRV51074,39,41170,1055.6410256410256,100.0,5420.0,1.8974358974358974,73.03333333333333,6.384615384615385,3.6923076923076925,0.02564102564102564,1.6153846153846154,398.18573583279465,1.0,1055.6410256410256,5,34,0.1282051282051282,0.8717948717948718,No,Medium,Mostly_Outpatient,Medium_Mostly_Outpatient,627.3380647119785,1.3366606123235987,783.2164586353032,0.6827307077654984,-0.2518669355703996,0.3478279395205792,0.5427837871476788,-0.6596608229860649,0.28976924450192904,31000.0,6200.0,2.6,8.2,0.2,5.0,0.7529754675734759,10170.0,299.11764705882354,1.7941176470588236,3.0294117647058822,0.0,34.0,0.24702453242652417,17,2.2941176470588234,0.4358974358974359,0,0.0,0.6827307077654984,0.5427837871476788,-0.2518669355703996,-0.6596608229860649,0.3478279395205792,0.28976924450192904,0.00941118,0,Low Risk,39,0,0,0.09632440449802239,0.3081358201281197,-0.058762967657307784,0.0,0.6827307077654984,0.0,0.3478279395205792,0.030384565976195554,0.0,0.0171902573990389,1.5858274458411485,0.0,0.02564102564102564,3.6923076923076925,2.2941176470588234,0.0,0.008547008547008546,0.36923076923076925,0.0016661866462281104,9.486099110600147,0.94111806,3.2385406698815795,Low,9,0.15758571205636906,0.012080536912751677,0.7390629614236985,9.899218821409125,Low
PRV51075,13,8550,502.94117647058823,100.0,70.0,1.1764705882352942,76.83529411764707,6.529411764705882,2.3529411764705883,0.0,1.7058823529411764,499.0196078431372,1.3076923076923077,657.6923076923077,0,17,0.0,1.0,No,Medium,Mostly_Outpatient,Medium_Mostly_Outpatient,627.3380647119785,1.3366606123235987,783.2164586353032,-0.1982932253576913,-0.021672146515137894,-0.16026750914008114,-0.15764685343894663,-0.05676118611469936,-0.13351599962250782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8550.0,502.94117647058823,1.1764705882352942,2.3529411764705883,0.0,13.0,1.0,4,4.25,0.23529411764705882,1,0.07692307692307693,-0.1982932253576913,-0.15764685343894663,-0.021672146515137894,-0.05676118611469936,-0.16026750914008114,-0.13351599962250782,0.004417703,0,Low Risk,17,0,0,0.08090578244049088,0.1753663931175991,-0.0714516092731225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,2.3529411764705883,4.25,0.07692307692307693,0.0,0.23529411764705882,0.0033282078258406503,7.88863505989941,0.44177032,2.1930439225599967,Low,1,0.02503246522373903,0.0013422818791946308,0.3917922953133066,5.479899336508957,Low
PRV51076,27,10230,352.7586206896552,50.0,50.0,1.1724137931034482,75.6896551724138,6.241379310344827,2.5172413793103448,0.0,1.5172413793103448,237.9474548440066,1.0740740740740742,378.8888888888889,0,29,0.0,1.0,No,Medium,Mostly_Outpatient,Medium_Mostly_Outpatient,627.3380647119785,1.3366606123235987,783.2164586353032,-0.43768975528112963,-0.19644967153857723,-0.5162398788847277,-0.34797160910599056,-0.5145183178133286,-0.43007022349147545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10230.0,352.7586206896552,1.1724137931034482,2.5172413793103448,0.0,27.0,1.0,9,3.2222222222222223,0.3103448275862069,2,0.07407407407407407,-0.43768975528112963,-0.34797160910599056,-0.19644967153857723,-0.5145183178133286,-0.5162398788847277,-0.43007022349147545,0.003569493,0,Low Risk,29,0,0,0.06578098587900404,0.27458554805820107,-0.08638057009394134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,2.5172413793103448,3.2222222222222223,0.07407407407407407,0.0,0.2517241379310345,0.0024548483254427495,8.206326508263782,0.3569493,2.2300562768528946,Low,2,0.12689684562643466,0.0026845637583892616,0.6586624933706391,8.201355602671203,Low
PRV51077,30,204350,6192.424242424242,2600.0,16220.0,4.181818181818182,70.36363636363636,5.303030303030303,5.0606060606060606,0.24242424242424243,1.4545454545454546,1062.8847370952633,1.1,6811.666666666667,16,17,0.48484848484848486,0.5151515151515151,Yes,Medium,Mixed,Medium_Mixed,4399.883231186419,1.0911517318869632,4807.224943754896,0.407406496275236,0.008109108801701905,0.41696441218457164,0.9465666863036806,0.07951632535101551,0.9173574873128412,199000.0,12437.5,5.9375,7.9375,0.5,13.0,0.9738194274528994,5350.0,314.70588235294116,2.5294117647058822,2.3529411764705883,0.0,17.0,0.026180572547100562,12,2.75,0.36363636363636365,2,0.06666666666666667,0.407406496275236,0.9465666863036806,0.008109108801701905,0.07951632535101551,0.41696441218457164,0.9173574873128412,0.94337773,1,Very High Risk,33,31,5,0.7257038016641117,0.9147850586340418,0.01171450369816595,0.9393939393939394,0.407406496275236,0.008109108801701905,0.41696441218457164,0.018131408803509424,0.0010301682738957261,0.020607101262685255,1.3256226113363467,0.06666666666666667,0.24242424242424243,5.0606060606060606,2.75,0.06666666666666667,0.08080808080808081,0.5060606060606061,0.002053575041476146,16.389723214420744,94.337776,51.597724548480286,Medium,20,0.20484611646962647,0.026845637583892617,0.8628785035805904,45.28410497141996,Medium
PRV51078,23,78270,3403.0434782608695,300.0,8644.0,2.652173913043478,70.72608695652174,6.782608695652174,4.913043478260869,0.34782608695652173,1.608695652173913,801.256859082946,1.0,3403.0434782608695,9,14,0.391304347826087,0.6086956521739131,No,Medium,Mixed,Medium_Mixed,4399.883231186419,1.0911517318869632,4807.224943754896,-0.22656050184694418,-0.08353717381663471,-0.29209814017923375,-0.5263897984966824,-0.8191490895662598,-0.6426409738895477,76000.0,8444.444444444445,6.666666666666667,8.88888888888889,0.8888888888888888,9.0,0.9709978280311742,2270.0,162.14285714285714,0.07142857142857142,2.357142857142857,0.0,14.0,0.02900217196882586,16,1.4375,0.6956521739130435,0,0.0,-0.22656050184694418,-0.5263897984966824,-0.08353717381663471,-0.8191490895662598,-0.29209814017923375,-0.6426409738895477,0.11750645,0,Low Risk,23,0,0,0.1981984938804453,0.3729595147243121,-0.020953096932538197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,4.913043478260869,1.4375,0.0,0.11594202898550725,0.4913043478260869,0.0009382713551572047,15.204616204168783,11.750646,9.6764768697983,Low,9,0.15755152243610948,0.012080536912751677,0.738973389478195,14.404878441895795,Low
PRV51081,131,124080,620.4,80.0,7168.0,1.62,72.268,6.385,3.04,0.045,1.195,221.8791241846389,1.5267175572519085,947.175572519084,6,194,0.03,0.97,No,Large,Mostly_Outpatient,Large_Mostly_Outpatient,640.2087346374287,1.6416795960244297,963.3370085589396,-0.030941056511275333,-0.07002708631508779,-0.016776513199707337,-0.032498980986900725,-0.1923701660625173,-0.019393738940199422,79000.0,13166.666666666666,6.0,8.333333333333334,1.5,6.0,0.6366860090264346,45080.0,232.37113402061857,1.4845360824742269,2.8762886597938144,0.0,125.0,0.3633139909735654,4,50.0,0.02,33,0.25190839694656486,-0.030941056511275333,-0.032498980986900725,-0.07002708631508779,-0.1923701660625173,-0.016776513199707337,-0.019393738940199422,0.07952494,0,Low Risk,200,0,0,0.12168788651205192,0.43276896357306416,-0.07582558160857589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25190839694656486,0.045,3.04,50.0,0.25190839694656486,0.015,0.304,0.04220450774895804,15.327822617388073,7.952494,7.808202726566867,Low,23,0.24191923920690472,0.03087248322147651,0.960004815726101,15.683239730287347,Low
PRV51082,31,5470,160.88235294117646,80.0,70.0,1.1764705882352942,72.51764705882353,7.147058823529412,2.588235294117647,0.0,1.5,159.48179271708682,1.096774193548387,176.4516129032258,0,34,0.0,1.0,No,Medium,Mostly_Outpatient,Medium_Mostly_Outpatient,627.3380647119785,1.3366606123235987,783.2164586353032,-0.7435475989886884,-0.17946696159334152,-0.7747090080171711,-0.5911343625139326,-0.4700391630023292,-0.645396238931786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5470.0,160.88235294117646,1.1764705882352942,2.588235294117647,0.0,31.0,1.0,9,3.7777777777777777,0.2647058823529412,2,0.06451612903225806,-0.7435475989886884,-0.5911343625139326,-0.17946696159334152,-0.4700391630023292,-0.7747090080171711,-0.645396238931786,0.0015052927,0,Low Risk,34,0,0,0.05496569261569916,0.15465932435758886,-0.09616248949441475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,2.588235294117647,3.7777777777777777,0.06451612903225806,0.0,0.25882352941176473,0.002926934541874047,8.156664824647422,0.15052927,2.114430838863729,Low,1,0.005666703889978808,0.0013422818791946308,0.3410567531911179,4.917514756699682,Low
